City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Marsh Harbour,26.5412,-77.0636,75.07,85,0,17.94,BS,1612662775
San Andrés,12.5847,-81.7006,80.6,78,20,10.36,CO,1612662775
Fendou,46.65,124.8667,0.7,89,0,8.55,CN,1612662775
Daru,-9.0763,143.2092,89.15,61,17,8.86,PG,1612662775
Upernavik,72.7868,-56.1549,18.97,75,0,4.59,GL,1612662776
Sātkhira,22.7167,89.1,64.4,77,75,5.75,BD,1612662776
Vaitape,-16.5167,-151.75,83.08,65,0,9.98,PF,1612662776
Timrå,62.487,17.3257,15.8,86,4,11.5,SE,1612662363
Muyezerskiy,63.9333,31.65,12.96,95,100,10.58,RU,1612662776
Mandera,3.9366,41.867,72.77,72,0,8.46,KE,1612662776
Juquiá,-24.3208,-47.6347,67.73,95,18,0.98,BR,1612662776
West Wendover,40.7391,-114.0733,53.6,22,1,28.77,US,1612662656
Koster,-25.863,26.8976,58.3,91,87,3.44,ZA,1612662777
‘Ewa Beach,21.3156,-158.0072,78.8,44,1,14.97,US,1612662483
Codrington,-38.2667,141.9667,60.4,64,100,12.3,AU,1612662777
Udangudi,8.4333,78.0167,72.34,82,40,14.2,IN,1612662777
Hithadhoo,-0.6,73.0833,81.3,75,61,12.77,MV,1612662777
Arraial do Cabo,-22.9661,-42.0278,75.13,83,100,4.81,BR,1612662777
Ten'gushevo,54.7686,42.7189,-8.63,90,98,10.38,RU,1612662777
Khanbari,27.3747,87.2039,51.12,51,10,3.71,NP,1612662738
Pritzwalk,53.1494,12.1741,27.0,63,96,7.0,DE,1612662778
Bilma,18.6853,12.9164,59.59,29,6,5.86,NE,1612662690
Petropavlovsk-Kamchatskiy,53.0452,158.6483,28.4,59,40,13.42,RU,1612662561
Gonbad-e Kāvūs,37.25,55.1672,53.26,68,100,3.53,IR,1612662778
Kokorevka,52.5872,34.2778,-3.37,92,65,6.17,RU,1612662778
Aykhal,66.0,111.5,-31.04,82,3,8.86,RU,1612662698
Sisimiut,66.9395,-53.6735,24.42,79,0,21.21,GL,1612662247
Pangai,-19.8,-174.35,78.4,91,100,28.45,TO,1612662778
Sulangan,11.1373,123.7228,80.96,81,45,12.24,PH,1612662356
Lang Suan,9.9456,99.0785,82.4,65,0,3.44,TH,1612662779
Grand Gaube,-20.0064,57.6608,75.0,86,0,1.99,MU,1612662779
Baker City,44.7749,-117.8344,37.0,70,92,3.36,US,1612662779
Wajid,3.8093,43.2471,69.24,78,0,15.35,SO,1612662779
Porto Velho,-8.7619,-63.9039,77.0,94,20,2.3,BR,1612662779
Netivot,31.4222,34.5886,55.0,100,0,2.71,IL,1612662779
Dublin,37.7021,-121.9358,64.4,25,1,8.05,US,1612662779
Conde,-7.2597,-34.9075,78.8,83,20,4.61,BR,1612662780
Saint-Joseph,-21.3667,55.6167,78.8,69,40,6.91,RE,1612662780
Trenggalek,-8.05,111.7167,83.12,69,37,3.76,ID,1612662566
Adrar,20.5022,-10.0711,55.92,42,100,9.86,MR,1612662666
Mackay,-21.15,149.2,91.0,62,40,9.22,AU,1612662780
Goma,-1.6792,29.2228,64.67,70,78,3.27,CD,1612662780
Smolenskaya Oblast’,55.0,33.0,-4.04,91,34,6.6,RU,1612662780
Dekar,-21.5333,21.9333,66.94,94,100,8.5,BW,1612662780
Puerto Escondido,15.85,-97.0667,80.6,74,75,4.61,MX,1612662632
Semnan,35.5729,53.3971,46.65,65,92,2.77,IR,1612662780
Ketchikan,55.3422,-131.6461,37.4,80,90,8.05,US,1612662781
Gamba,-2.65,10.0,77.95,88,98,1.43,GA,1612662781
Swellendam,-34.0226,20.4417,66.2,88,12,3.44,ZA,1612662781
Nanortalik,60.1432,-45.2371,26.31,92,100,6.87,GL,1612662781
Nemuro,43.3236,145.575,21.9,96,100,16.17,JP,1612662501
Egvekinot,66.3167,-179.1667,-3.95,77,0,6.76,RU,1612662665
Mastung,29.7994,66.845,43.99,43,0,0.85,PK,1612662603
Sibu,2.3,111.8167,77.0,94,40,1.14,MY,1612662781
Amapá,1.0,-52.0,73.11,98,88,1.83,BR,1612662586
Riyadh,24.6877,46.7219,55.4,71,0,8.05,SA,1612662782
Salinópolis,-0.6136,-47.3561,79.05,88,100,9.33,BR,1612662782
Nipawin,53.3668,-104.0009,-20.2,63,1,8.05,CA,1612662782
Matara,5.9485,80.5353,75.47,86,65,4.7,LK,1612662755
Grindavik,63.8424,-22.4338,32.0,64,0,17.27,IS,1612662782
Seoul,37.5683,126.9778,44.6,93,90,4.61,KR,1612662783
Rāyadrug,14.7,76.8667,66.24,56,82,3.09,IN,1612662783
Lugovoy,42.9472,72.7644,39.29,76,100,6.33,KZ,1612662783
Bubaque,11.2833,-15.8333,78.51,53,51,23.53,GW,1612662783
Santa Cruz,30.4202,-9.5982,51.8,82,20,10.36,MA,1612662504
Yorkton,51.2167,-102.4677,-23.8,69,20,10.36,CA,1612662783
Bukama,-9.2,25.85,69.76,96,100,1.61,CD,1612662667
Miraflores,19.2167,-98.8083,71.6,33,1,13.8,MX,1612662783
Savannakhet,16.566,104.751,66.2,82,40,2.3,LA,1612662783
Jiangkou,25.4872,119.1986,60.8,88,90,4.47,CN,1612662535
Vuktyl,63.8567,57.3094,-22.27,87,100,11.86,RU,1612662494
Saqqez,36.2499,46.2735,40.23,86,100,2.57,IR,1612662784
Tela,15.7833,-87.45,78.8,83,20,4.61,HN,1612662784
Poya,-21.35,165.15,83.39,68,33,4.83,NC,1612662784
Pemberton,50.3164,-122.8027,35.6,93,90,2.3,CA,1612662784
Inhambane,-23.865,35.3833,76.32,89,98,7.65,MZ,1612662677
Nilagiri,21.4582,86.7722,61.95,72,0,5.3,IN,1612662785
Wanganui,-39.9333,175.05,73.99,53,80,13.0,NZ,1612662785
Zanjān,36.6736,48.4787,39.36,87,100,2.68,IR,1612662785
Sabang,5.8933,95.3214,82.69,73,28,16.6,ID,1612662785
Culebra,18.303,-65.301,78.8,73,20,8.05,PR,1612662631
Kumul,42.8,93.45,33.22,72,99,5.53,CN,1612662479
Wangou,42.0623,126.9127,13.08,81,0,3.6,CN,1612662785
Rumoi,43.9344,141.6428,26.8,94,100,4.81,JP,1612662786
Hōjō,33.9766,132.7777,55.4,71,20,9.22,JP,1612662786
Pitimbu,-7.4706,-34.8086,78.8,83,20,4.61,BR,1612662508
Tautira,-17.7333,-149.15,86.0,62,20,12.66,PF,1612662786
Ust'-Kut,56.7938,105.7672,10.49,93,100,5.44,RU,1612662786
Buenavista,8.9769,125.4089,81.68,70,100,1.66,PH,1612662786
Kavaratti,10.5669,72.642,81.46,59,57,8.57,IN,1612662502
Boa Vista,2.8197,-60.6733,82.4,65,0,8.05,BR,1612662705
Shemursha,54.8866,47.5189,-5.33,89,100,14.25,RU,1612662786
Baft,29.234,56.6057,38.62,62,0,4.32,IR,1612662787
Le Vauclin,14.5452,-60.8388,73.4,94,75,16.11,MQ,1612662787
Ahipara,-35.1667,173.1667,69.31,66,95,1.61,NZ,1612662504
Zhangjiakou,40.81,114.8794,19.27,71,0,7.07,CN,1612662787
Rocha,-34.4833,-54.3333,63.48,94,3,4.12,UY,1612662317
Ponferrada,42.5466,-6.5962,34.0,99,93,2.3,ES,1612662787
Nadym,65.5333,72.5167,-15.95,88,100,16.82,RU,1612662787
San Juan,-31.5375,-68.5364,84.15,32,0,10.94,AR,1612662591
Kourou,5.1552,-52.6478,77.0,100,90,8.05,GF,1612662787
Harper,4.375,-7.7169,79.02,88,0,8.81,LR,1612662507
Hualmay,-11.0964,-77.6139,70.93,78,100,7.43,PE,1612662788
Saint-Augustin,51.226,-58.6502,32.47,97,100,19.8,CA,1612662788
Cap Malheureux,-19.9842,57.6142,75.0,86,0,1.99,MU,1612662677
Tokur,53.1333,132.9,-10.86,89,94,3.47,RU,1612662357
Verkhnyaya Toyma,62.2349,44.9985,-16.71,85,63,8.63,RU,1612662788
Palmer,42.1584,-72.3287,26.01,54,20,4.43,US,1612662282
Wenatchee,47.4235,-120.3103,45.0,70,40,12.66,US,1612662788
Spassk-Ryazanskiy,54.4072,40.3806,-8.57,90,50,10.42,RU,1612662788
Gimli,50.6336,-96.9907,-20.2,63,1,4.61,CA,1612662789
Mitchell,43.7094,-98.0298,-0.4,60,1,5.75,US,1612662789
Ohafia,5.6167,7.8333,75.99,90,0,2.59,NG,1612662789
Coos Bay,43.3665,-124.2179,51.01,87,90,4.61,US,1612662570
Divnomorskoye,44.5011,38.1353,43.63,89,100,6.24,RU,1612662789
Limbang,4.75,115.0,82.4,83,20,2.3,MY,1612662789
Ferme-Neuve,46.7001,-75.4493,15.8,62,86,5.75,CA,1612662789
Portland,45.5234,-122.6762,46.99,87,90,16.11,US,1612662571
Kosonsoy,41.2561,71.5508,42.8,52,100,4.61,UZ,1612662790
Indaial,-26.8978,-49.2317,66.99,90,4,0.76,BR,1612662790
Begichevskiy,53.7961,38.255,-7.42,91,51,11.5,RU,1612662790
Phultala,22.7,89.5167,63.54,67,53,7.31,BD,1612662790
Sangar,63.9242,127.4739,-32.78,79,15,9.08,RU,1612662790
Rincon,32.296,-81.2354,48.2,93,90,10.36,US,1612662522
Laguna,38.421,-121.4238,62.6,48,1,4.61,US,1612662658
Norden,53.6,7.2,28.0,54,100,18.01,DE,1612662790
Huron,41.1501,-82.5499,14.0,75,100,3.96,US,1612662721
Kaniama,-7.5667,24.1833,65.66,95,100,1.41,CD,1612662791
Shache,38.4167,77.2406,26.62,83,5,2.59,CN,1612662791
Qandala,11.472,49.8728,73.87,76,21,1.54,SO,1612662791
Muli,2.9167,73.5667,81.63,76,58,14.67,MV,1612662791
Kalāleh,37.3807,55.4916,55.72,60,100,3.56,IR,1612662791
Beisfjord,68.3751,17.5988,19.4,93,40,1.63,NO,1612662791
Goderich,43.7501,-81.7165,19.4,79,100,17.27,CA,1612662682
Lompoc,34.6391,-120.4579,60.8,63,1,9.22,US,1612662791
Constitución,-35.3333,-72.4167,57.38,87,32,4.29,CL,1612662643
Carballo,43.213,-8.691,41.0,94,96,2.62,ES,1612662731
Barra Patuca,15.8,-84.2833,78.33,83,0,14.97,HN,1612662792
Kleive,62.7954,7.6359,23.0,73,0,11.5,NO,1612662792
Taicheng,38.731,113.228,30.13,82,0,2.39,CN,1612662792
Laas,46.6166,10.7002,39.0,93,90,10.36,IT,1612662792
General Roca,-39.0333,-67.5833,78.8,61,0,9.26,AR,1612662792
Souillac,-20.5167,57.5167,75.0,86,0,1.99,MU,1612662792
Yugorsk,61.3133,63.3319,-11.9,90,100,13.18,RU,1612662793
Deputatsky,69.3,139.9,-31.32,83,45,0.89,RU,1612662672
Nyandoma,61.669,40.1991,-10.88,90,99,7.81,RU,1612662793
Batemans Bay,-35.7167,150.1833,75.0,73,55,3.0,AU,1612662793
Sabla,12.7525,4.7077,71.08,21,0,9.57,NG,1612662793
Bayan,46.0833,127.4,-3.46,90,93,5.28,CN,1612662793
Platteville,42.7342,-90.4785,1.4,66,1,11.5,US,1612662793
Houma,29.5958,-90.7195,54.0,100,90,8.05,US,1612662711
Solnechnyy,50.7214,136.6319,1.27,88,100,6.17,RU,1612662794
Lázaro Cárdenas,17.9583,-102.2,73.83,75,0,1.74,MX,1612662794
Curuçá,-0.7289,-47.8481,75.96,95,100,5.12,BR,1612662794
Chifeng,42.2683,118.9636,9.59,85,0,7.05,CN,1612662521
Tateyama,34.9833,139.8667,53.6,66,20,5.75,JP,1612662794
Loei,17.4167,101.5,72.0,94,0,2.95,TH,1612662794
Bulawayo,-20.15,28.5833,64.9,92,92,7.56,ZW,1612662794
Chapais,49.7834,-74.8492,12.2,79,40,11.5,CA,1612662794
Roebourne,-20.7833,117.1333,83.68,46,0,9.01,AU,1612662794
Soc Trang,9.6033,105.98,77.0,100,75,2.3,VN,1612662795
La Ronge,55.1001,-105.2842,-23.8,62,49,5.75,CA,1612662795
Okhotsk,59.3833,143.3,3.43,86,100,21.81,RU,1612662629
Luan,46.3592,6.9759,44.01,75,73,1.14,CH,1612662795
Cedar City,37.6775,-113.0619,44.6,26,1,8.05,US,1612662795
Atambua,-9.1061,124.8925,80.92,77,73,5.59,ID,1612662635
Kilindoni,-7.9139,39.6668,81.25,79,94,11.14,TZ,1612662795
Bara,10.3744,10.7288,69.31,23,100,9.35,NG,1612662484
Rudnogorsk,57.2639,103.7519,12.24,96,100,8.9,RU,1612662795
Nuuk,64.1835,-51.7216,33.8,44,20,18.41,GL,1612662562
Cervo,43.6702,-7.4101,42.01,87,70,1.99,ES,1612662653
Sirte,31.2089,16.5887,65.98,35,99,17.6,LY,1612662796
Dolores,-36.3132,-57.6792,61.3,90,0,8.9,AR,1612662796
Cañon City,38.441,-105.2424,44.6,23,1,18.41,US,1612662796
Bay Saint Louis,30.3088,-89.33,51.8,93,90,4.61,US,1612662796
Muisne,0.6,-80.0333,78.04,87,99,2.73,EC,1612662796
Port-Gentil,-0.7193,8.7815,81.5,79,99,13.78,GA,1612662796
Biak,-0.9131,122.8766,83.98,62,100,0.38,ID,1612662796
São Filipe,14.8961,-24.4956,69.31,74,18,14.97,CV,1612662797
Buin,-33.7333,-70.75,70.0,82,0,9.22,CL,1612662797
Liverpool,53.4106,-2.9779,39.2,81,75,19.57,GB,1612662650
Leningradskiy,69.3833,178.4167,-10.28,74,0,5.77,RU,1612662517
Zhuanghe,39.7008,122.9911,27.09,74,0,12.55,CN,1612662797
Nacala,-14.5428,40.6728,75.49,93,100,3.0,MZ,1612662797
Margate,51.3813,1.3862,36.0,85,100,7.0,GB,1612662629
Lagoa,39.05,-27.9833,59.99,92,100,26.64,PT,1612662665
Ust'-Ishim,57.6935,71.1665,30.43,98,100,12.68,RU,1612662797
Nouadhibou,20.931,-17.0347,60.8,72,0,16.11,MR,1612662568
Valle Hermoso,25.6667,-97.8333,68.0,88,1,5.75,MX,1612662798
Verāval,20.9,70.3667,66.99,35,0,15.9,IN,1612662477
Tres Arroyos,-38.3739,-60.2798,59.77,73,3,13.98,AR,1612662606
Dicabisagan,17.0818,122.4157,79.95,77,66,4.07,PH,1612662798
Port Hedland,-20.3167,118.5667,86.0,58,40,11.5,AU,1612662694
Poronaysk,49.2167,143.1167,2.05,88,15,0.4,RU,1612662544
Palenque/Temp,17.5167,-91.9667,80.6,74,1,2.8,MX,1612662798
Saquena,-4.6667,-73.5167,74.23,92,45,0.94,PE,1612662798
Ngunguru,-35.6167,174.5,73.0,62,96,14.0,NZ,1612662799
Nago,26.5881,127.9761,69.8,88,40,6.91,JP,1612662799
Edwardsville,38.8114,-89.9532,24.01,93,90,13.8,US,1612662799
Poum,-20.2333,164.0167,81.07,65,1,5.28,NC,1612662507
Bayir,37.2687,28.2167,42.8,100,20,3.44,TR,1612662294
Sitka,57.0531,-135.33,33.8,55,40,6.91,US,1612662799
Kasempa,-13.4584,25.8338,64.53,97,100,4.47,ZM,1612662799
Buribay,51.9617,58.1592,3.11,90,100,21.45,RU,1612662799
Kushiro,42.975,144.3747,24.8,80,75,9.22,JP,1612662549
Caravelas,-17.7125,-39.2481,78.15,86,100,10.42,BR,1612662672
Jérémie,18.65,-74.1167,76.66,77,10,1.57,HT,1612662628
Yakymivka,46.6897,35.1536,28.31,82,99,7.96,UA,1612662800
Sri Aman,1.2376,111.4621,78.8,94,40,1.54,MY,1612662513
Moose Factory,51.2585,-80.6094,-4.0,77,90,3.44,CA,1612662800
Mayuge,0.4597,33.4803,71.06,72,100,0.96,UG,1612662800
Zhigansk,66.7697,123.3711,-36.47,81,100,13.58,RU,1612662800
Yamada,39.4667,141.95,42.94,76,58,1.12,JP,1612662800
Tumut,-35.3,148.2167,77.0,47,0,12.66,AU,1612662801
Calama,-22.4667,-68.9333,62.6,45,0,16.11,CL,1612662801
Makakilo City,21.3469,-158.0858,78.8,44,1,14.97,US,1612662801
Kiryat Gat,31.61,34.7642,55.0,100,0,1.7,IL,1612662801
Ouadda,8.0777,22.4007,61.83,29,12,6.8,CF,1612662730
Yumen,40.2833,97.2,32.23,64,100,3.44,CN,1612662542
Anadyr,64.75,177.4833,-9.0,84,0,8.95,RU,1612662801
Havre-St-Pierre,50.2334,-63.5986,28.4,93,90,34.52,CA,1612662719
Dhidhdhoo,6.8833,73.1,81.28,68,1,9.91,MV,1612662490
Buala,-8.145,159.5921,77.7,82,100,4.92,SB,1612662802
Sørland,67.667,12.6934,35.56,80,100,18.3,NO,1612662454
Lerwick,60.1545,-1.1494,33.8,60,90,17.27,GB,1612662802
Manggar,-2.8833,108.2667,82.98,74,100,12.5,ID,1612662359
Ciudad Guayana,8.3533,-62.6528,75.0,84,100,5.01,VE,1612662802
Jiguaní,20.3667,-76.4272,77.0,83,20,5.75,CU,1612662802
Stornoway,58.2093,-6.3865,37.4,70,75,18.41,GB,1612662508
Ostrovnoy,68.0531,39.5131,8.29,92,100,10.18,RU,1612662802
Ţahţā,26.7693,31.5021,53.6,71,0,6.91,EG,1612662802
Padang,-0.9492,100.3543,82.4,69,20,2.3,ID,1612662641
Grand-Lahou,5.1367,-5.0242,79.29,89,8,10.29,CI,1612662489
Barcelos,41.5388,-8.6151,42.01,87,0,4.61,PT,1612662803
Omsukchan,62.5333,155.8,-2.92,88,100,9.57,RU,1612662803
Nanga Eboko,4.6833,12.3667,68.32,94,96,2.59,CM,1612662803
Sayansk,54.1088,102.1648,7.07,93,100,5.37,RU,1612662803
Hibbing,47.4272,-92.9377,-14.8,58,1,10.36,US,1612662803
Koygorodok,60.445,50.9968,-7.89,90,100,9.91,RU,1612662691
Cayenne,4.9333,-52.3333,77.0,100,90,8.05,GF,1612662719
Tsaratanana,-16.7833,47.65,73.13,84,100,1.5,MG,1612662803
Aksarka,66.5606,67.7975,-33.57,82,100,22.01,RU,1612662804
Kupang,-10.1667,123.5833,84.2,84,75,10.36,ID,1612662723
Makokou,0.5738,12.8642,70.25,92,81,2.19,GA,1612662654
Nioro,13.35,-15.75,69.57,25,71,9.95,GM,1612662804
Ferrol,43.4832,-8.2369,46.99,100,90,5.75,ES,1612662804
Boquim,-11.1469,-37.6206,80.6,78,75,10.36,BR,1612662804
Kuching,1.55,110.3333,75.2,100,40,2.3,MY,1612662804
Nānākuli,21.3906,-158.1547,78.8,44,1,14.97,US,1612662804
Bariloche,-41.1456,-71.3082,75.2,29,0,11.5,AR,1612662804
Acaraú,-2.8856,-40.12,78.1,85,33,10.94,BR,1612662665
Kamennogorsk,60.9545,29.1339,12.0,89,75,1.99,RU,1612662805
Le Port,-20.9373,55.2919,75.2,88,75,10.36,RE,1612662799
Hanzhong,33.0728,107.0303,52.45,40,100,1.36,CN,1612662805
Dunmore East,52.1514,-6.9861,39.99,86,28,4.0,IE,1612662805
Alta Floresta,-9.8756,-56.0861,70.74,99,100,2.26,BR,1612662805
Guarapari,-20.6667,-40.4975,82.99,83,75,9.22,BR,1612662565
Mount Isa,-20.7333,139.5,78.8,94,75,9.22,AU,1612662677
Talcahuano,-36.7167,-73.1167,59.0,88,90,3.44,CL,1612662353
Departamento de Maldonado,-34.6667,-54.9167,66.99,88,20,3.44,UY,1612662506
Samarai,-10.6167,150.6667,86.45,68,51,4.09,PG,1612662806
Dormidontovka,47.7702,134.9076,-8.21,89,100,4.88,RU,1612662806
Sharkan,57.2989,53.8712,-2.0,82,100,1.01,RU,1612662806
Berdigestyakh,62.0989,126.6992,-30.3,83,8,4.81,RU,1612662806
Hīt,33.6416,42.8251,56.05,86,88,7.56,IQ,1612662806
Lata,40.1629,-8.3327,50.0,66,40,12.66,PT,1612662806
Chapada dos Guimarães,-15.4606,-55.7497,80.6,61,0,5.75,BR,1612662806
Coyhaique,-45.5752,-72.0662,68.0,40,0,19.57,CL,1612662806
Cherskiy,68.75,161.3,-2.88,81,0,3.31,RU,1612662807
Erenhot,43.6475,111.9767,7.18,90,0,6.35,CN,1612662514
Thinadhoo,0.5333,72.9333,81.43,74,0,12.97,MV,1612662626
George Town,5.4112,100.3354,82.4,74,20,8.05,MY,1612662807
Bereket,39.2446,55.5154,45.63,83,100,9.62,TM,1612662348
Skibotn,69.3913,20.2679,27.0,93,75,6.91,NO,1612662807
Zaozyornoye,45.1582,33.2787,37.0,83,99,1.01,UA,1612662807
Kolvereid,64.8655,11.6047,17.29,91,0,5.44,NO,1612662807
Pacific Grove,36.6177,-121.9166,55.0,94,20,4.61,US,1612662675
Erbaa,40.6689,36.5675,41.0,87,0,3.42,TR,1612662808
Itarema,-2.9248,-39.9167,77.86,83,66,9.37,BR,1612662393
Mazara del Vallo,37.6641,12.588,64.99,59,0,20.71,IT,1612662808
Kolyubakino,55.668,36.5323,-0.99,78,75,11.18,RU,1612662808
Mayor Pablo Lagerenza,-19.9309,-60.7718,73.0,41,30,4.36,PY,1612662808
Ixtapa,20.7,-105.2,72.0,78,40,5.75,MX,1612662808
Baykit,61.67,96.37,19.04,94,100,6.02,RU,1612662689
Zarubino,42.63,131.0922,17.2,80,0,11.81,RU,1612662808
Catuday,16.2923,119.8062,81.54,72,90,8.95,PH,1612662808
Bandarbeyla,9.4942,50.8122,74.75,82,7,11.14,SO,1612662809
Syracuse,37.0881,15.2792,55.0,100,100,2.3,IT,1612662562
Iquique,-20.2208,-70.1431,73.4,49,0,9.22,CL,1612662809
Sindor,62.8629,51.8905,-20.09,86,100,11.45,RU,1612662809
Puro,12.4841,123.3827,81.63,77,39,11.74,PH,1612662809
Chapadinha,-3.7417,-43.3603,74.98,87,11,4.5,BR,1612662809
